SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,LOCATION OF BUILDING ON THE LOT (IF GARAGE CHANGE TYPE CODE TO BGD).,IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,IF THE BUILDING IS OPEN WHERE IS THE ENTRY POINT?,IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,ANY PEOPLE USING PROPERTY? (HOMELESS or CHILDEN or GANGS),ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,15-02257627,05/26/2015,,,,,,,,3300,S,KEDZIE,AVE,60623,1155561.91778328,1882538.1866747,22,10,30,41.83348285206643,-87.70471384672722,"(41.83348285206643, -87.70471384672722)"
Vacant/Abandoned Building,15-02257733,05/26/2015,,,,,,,,4649,N,LAWNDALE,AVE,60625,1150884.83702621,1930643.65351014,35,17,14,41.96558168312152,-87.7206145380966,"(41.96558168312152, -87.7206145380966)"
Vacant/Abandoned Building,15-02254995,05/26/2015,,,,,,,,922,S,CLAREMONT,AVE,60612,1160860.49097597,1895862.39591492,28,12,28,41.86993781357719,-87.68490303591835,"(41.86993781357719, -87.68490303591835)"
Vacant/Abandoned Building,15-02257449,05/26/2015,,,,,,,,1715,N,HARDING,AVE,60647,1149782.68576945,1911101.39190289,26,25,23,41.9119776583145,-87.72517668585144,"(41.9119776583145, -87.72517668585144)"
Vacant/Abandoned Building,15-02259403,05/26/2015,Front,,Open,FRONT,Vacant,false,true,12547,S,EMERALD,AVE,60628,1173604.03366577,1821659.87437274,34,5,53,41.66604366445192,-87.64031293532365,"(41.66604366445192, -87.64031293532365)"
Vacant/Abandoned Building,15-02257629,05/26/2015,,,,,,,,3531,W,NORTH,AVE,60647,1152484.43480889,1910403.54403431,26,14,23,41.91000970321117,-87.71526965720415,"(41.91000970321117, -87.71526965720415)"
Vacant/Abandoned Building,15-02258422,05/26/2015,,,,,,,,6713,S,PEORIA,ST,60621,1171463.76189264,1860327.55558024,6,7,68,41.77220039016121,-87.64701751550719,"(41.77220039016121, -87.64701751550719)"
Vacant/Abandoned Building,15-02255044,05/26/2015,Rear,,Open,WINDOWS ARE MISSING AND BOTH REAR AND FRONT DOOR ARE OPEN,Vacant,true,true,310,W,107TH,PL,60628,1176146.18989945,1833643.48428484,34,5,49,41.69887206047593,-87.6306518275977,"(41.69887206047593, -87.6306518275977)"
Vacant/Abandoned Building,15-02263523,05/26/2015,,,,,,,,3841,W,GLADYS,AVE,60624,1150829.92547014,1898080.83151571,28,11,26,41.87622746743747,-87.72167040978643,"(41.87622746743747, -87.72167040978643)"
Vacant/Abandoned Building,15-02263023,05/26/2015,,,,,,,,218,W,105TH,ST,60628,1176677.31293404,1835317.0539219,34,5,49,41.70345266838399,-87.62865697473107,"(41.70345266838399, -87.62865697473107)"
Vacant/Abandoned Building,15-02268291,05/26/2015,Front,,Open,FRONT,Vacant,false,true,4135,W,ADAMS,ST,60624,1148858.0405974,1898690.02592853,28,11,26,41.87793749999766,-87.72889480791764,"(41.87793749999766, -87.72889480791764)"
Vacant/Abandoned Building,15-02262747,05/26/2015,,,,,,,,8818,S,DANTE,AVE,60619,1187326.27891869,1846797.68297562,8,4,48,41.73471106395185,-87.58929981321268,"(41.73471106395185, -87.58929981321268)"
Vacant/Abandoned Building,15-02268464,05/26/2015,Front,,Open,"REAR OPEN,",Vacant,false,true,9048,S,LAFLIN,ST,60620,1167922.30457222,1844734.10129266,21,22,73,41.72948661810766,-87.66044647740914,"(41.72948661810766, -87.66044647740914)"
Vacant/Abandoned Building,15-02255100,05/26/2015,,,,,,,,7334,S,RHODES,AVE,60619,1181175.04161589,1856506.70150195,6,3,69,41.76149740181231,-87.61153666566317,"(41.76149740181231, -87.61153666566317)"
Vacant/Abandoned Building,15-02262746,05/26/2015,,,,,,,,4030,W,KAMERLING,AVE,60651,1149268.34511344,1908688.06009112,26,25,23,41.90536523084042,-87.7271288970395,"(41.90536523084042, -87.7271288970395)"
Vacant/Abandoned Building,15-02254711,05/26/2015,,,,,,,,3430,W,BEACH,AVE,60651,1153227.93629708,1909426.21982203,26,14,23,41.90731310296417,-87.71256430166466,"(41.90731310296417, -87.71256430166466)"
Vacant/Abandoned Building,15-02262439,05/26/2015,,,,,,,,8748,S,BALTIMORE,AVE,60617,1198412.0600666,1847559.13569962,10,4,46,41.73653038932726,-87.54866172497836,"(41.73653038932726, -87.54866172497836)"
Vacant/Abandoned Building,15-02252135,05/26/2015,Front,,Open,,Vacant,true,false,5114,S,THROOP,ST,60609,1168526.4862743,1870857.33130454,20,9,61,41.80115916871151,-87.6574812731524,"(41.80115916871151, -87.6574812731524)"
Vacant/Abandoned Building,15-02255193,05/26/2015,,,,,,,,6020,S,CHAMPLAIN,AVE,60637,1181599.92997382,1865235.86998735,20,3,42,41.78544129930991,-87.60971023378569,"(41.78544129930991, -87.60971023378569)"
Vacant/Abandoned Building,15-02254790,05/26/2015,Front,,Open,FRONT,Vacant,false,true,4552,N,ST LOUIS,AVE,60625,1152233.75883015,1930031.99140177,33,17,14,41.96387666489703,-87.71567102191723,"(41.96387666489703, -87.71567102191723)"
Vacant/Abandoned Building,15-02258846,05/26/2015,,,,,,,,11535,S,ELIZABETH,ST,60643,1170065.25036757,1828281.61760051,34,5,53,41.684292215271206,-87.65307239322284,"(41.684292215271206, -87.65307239322284)"
Vacant/Abandoned Building,15-02258781,05/26/2015,,,,,,,,1830,S,LAWNDALE,AVE,60623,1151987.79671736,1890899.82741073,24,10,29,41.85649925474994,-87.71760818187403,"(41.85649925474994, -87.71760818187403)"
Vacant/Abandoned Building,15-02263576,05/26/2015,,,,,,,,3320,W,BEACH,AVE,60651,1153960.39388049,1909442.79242796,26,14,23,41.907344002456156,-87.70987320582037,"(41.907344002456156, -87.70987320582037)"
Vacant/Abandoned Building,15-02250871,05/26/2015,Front,,Open,,Vacant,false,false,5331,S,WOLCOTT,AVE,60609,1164590.33328946,1869330.23448707,16,9,61,41.797052651401216,-87.67195965230712,"(41.797052651401216, -87.67195965230712)"
Vacant/Abandoned Building,15-02255334,05/26/2015,,,,,,,,6103,S,KENWOOD,AVE,60637,1186137.094227,1864801.21753425,20,3,42,41.78414258930071,-87.59308885452262,"(41.78414258930071, -87.59308885452262)"
Vacant/Abandoned Building,15-02258466,05/26/2015,,,,,,,,10444,S,SACRAMENTO,AVE,60655,1158118.51061907,1835222.90990098,19,22,74,41.70359095106973,-87.69661832720402,"(41.70359095106973, -87.69661832720402)"
Vacant/Abandoned Building,15-02264024,05/26/2015,,,,,,,,8906,S,BURLEY,AVE,60617,1199217.35111181,1846531.05172911,10,4,46,41.733689063743924,-87.54574594244073,"(41.733689063743924, -87.54574594244073)"
Vacant/Abandoned Building,15-02256063,05/26/2015,,,,,,,,726,N,LOTUS,AVE,60644,1139783.80369485,1904283.42907368,37,15,25,41.89345703616758,-87.76207692161235,"(41.89345703616758, -87.76207692161235)"
Vacant/Abandoned Building,15-02250771,05/26/2015,Front,,Open,FRONT DOOR,Vacant,false,false,6323,S,WOLCOTT,AVE,60636,1164770.78059888,1862728.77731751,15,7,67,41.77893360638817,-87.67148428391013,"(41.77893360638817, -87.67148428391013)"
Vacant/Abandoned Building,15-02268256,05/26/2015,Front,,Open,ALL,Vacant,false,false,5759,S,NORDICA,AVE,60638,1130369.11240285,1865548.06878981,13,8,56,41.78732764077585,-87.79754186208334,"(41.78732764077585, -87.79754186208334)"
Vacant/Abandoned Building,15-02260064,05/26/2015,Rear,,Open,REAR TALLWEEDS  VACANT HOUSE,Vacant,false,false,10042,S,MORGAN,ST,60643,1171421.3800788,1838225.8326086,34,22,73,41.711551204702474,-87.64781826938761,"(41.711551204702474, -87.64781826938761)"
Vacant/Abandoned Building,15-02257946,05/26/2015,,,,,,,,6142,S,HONORE,ST,60636,1165071.82927351,1863942.49783224,15,7,67,41.78225784901044,-87.67034630393275,"(41.78225784901044, -87.67034630393275)"
Vacant/Abandoned Building,15-02265770,05/26/2015,Front,,Boarded,,Vacant,false,false,10716,S,ARTESIAN,AVE,60655,1161944.28518501,1833500.25467972,19,22,75,41.6987852108433,-87.68265667240762,"(41.6987852108433, -87.68265667240762)"
Vacant/Abandoned Building,15-02263329,05/26/2015,,,,,,,,3546,W,PIERCE,AVE,60651,1152434.26527507,1910066.43027803,26,14,23,41.90908562397849,-87.71546288181948,"(41.90908562397849, -87.71546288181948)"
Vacant/Abandoned Building,15-02258003,05/26/2015,Front,,Open,REAR DOOR,Vacant,false,true,7937,S,MERRILL,AVE,60617,1191910.38408688,1852764.31548159,8,4,46,41.750974061509254,-87.5723126071976,"(41.750974061509254, -87.5723126071976)"
Vacant/Abandoned Building,15-02263580,05/26/2015,,,,,,,,756,W,MONTROSE,AVE,60613,1170403.10038189,1929434.82978197,46,19,3,41.961859195649005,-87.64888578267994,"(41.961859195649005, -87.64888578267994)"
Vacant/Abandoned Building,15-02258460,05/26/2015,,,,,,,,6214,S,MASSASOIT,AVE,60638,1139140.01010288,1862772.97328148,13,8,64,41.779557797643314,-87.76544930108876,"(41.779557797643314, -87.76544930108876)"
Vacant/Abandoned Building,15-02259371,05/26/2015,Rear,,Open,SIDE AND REAR,Vacant,false,true,125,W,110TH,ST,60628,1177387.38372385,1832012.82077874,34,5,49,41.69436940601477,-87.62615620455442,"(41.69436940601477, -87.62615620455442)"
Vacant/Abandoned Building,15-02253369,05/26/2015,Front,,Open,FRONT,Vacant,false,true,6427,S,CAMPBELL,AVE,60629,1160811.21357335,1861960.49007641,16,8,66,41.776908030038335,-87.68602166841106,"(41.776908030038335, -87.68602166841106)"
Vacant/Abandoned Building,15-02260831,05/26/2015,Front,,Open,UNKNOWN,Vacant,false,false,2158,W,CULLERTON,ST,60608,1162300.67020897,1890392.53371577,25,12,31,41.854898015283,-87.6797685817241,"(41.854898015283, -87.6797685817241)"
Vacant/Abandoned Building,15-02263518,05/26/2015,,,,,,,,10223,S,LOWE,AVE,60628,1173776.07519112,1837084.67538967,9,22,73,41.70836793640583,-87.63922849359182,"(41.70836793640583, -87.63922849359182)"
Vacant/Abandoned Building,15-02267294,05/26/2015,Front,,Open,VARIOUS,Vacant,false,false,1414,W,CATALPA,AVE,60640,1165854.52830287,1936635.43601515,48,20,77,41.98171639293289,-87.66540245561539,"(41.98171639293289, -87.66540245561539)"
Vacant/Abandoned Building,15-02263631,05/26/2015,,,,,,,,2314,N,AUSTIN,AVE,60639,1136014.79593014,1914817.01292406,36,25,19,41.922430503813054,-87.77566786596788,"(41.922430503813054, -87.77566786596788)"
Vacant/Abandoned Building,15-02263025,05/26/2015,,,,,,,,3546,W,74TH,ST,60629,1154043.79537672,1855308.07242961,17,8,66,41.758789856857476,-87.71100750573379,"(41.758789856857476, -87.71100750573379)"
Vacant/Abandoned Building,15-02262660,05/26/2015,Front,,Open,NEEDS TO BE SECURE AND WEEDS NEED TO BE CUT ..,Vacant,false,false,2416,N,LOCKWOOD,AVE,60639,1140647.57790954,1915638.21007735,30,25,19,41.924600021283666,-87.75862512602731,"(41.924600021283666, -87.75862512602731)"
Vacant/Abandoned Building,15-02268282,05/26/2015,Front,,Open,ALL,Vacant,false,false,5146,S,TRUMBULL,AVE,60632,1154247.999901,1870286.23797478,14,8,63,41.79988815515101,-87.70986109664099,"(41.79988815515101, -87.70986109664099)"
Vacant/Abandoned Building,15-02263767,05/26/2015,,,,,,,,2730,N,ALBANY,AVE,60647,1155239.75837484,1917988.81197863,32,14,22,41.93076936654358,-87.70494347990243,"(41.93076936654358, -87.70494347990243)"
Vacant/Abandoned Building,15-02256610,05/26/2015,Garage,,Open,FRON,Vacant,false,true,9229,S,DOBSON,AVE,60619,1184828.55809962,1843997.03478883,8,4,47,41.72708466207728,-87.59853785682968,"(41.72708466207728, -87.59853785682968)"
Vacant/Abandoned Building,15-02262806,05/26/2015,,,,,,,,1031,N,SPAULDING,AVE,60651,1154119.4994784,1906799.49999391,26,11,23,41.900087391529034,-87.70935936628592,"(41.900087391529034, -87.70935936628592)"
Vacant/Abandoned Building,15-02274305,05/26/2015,Rear,,Open,SIDE DOOR,Vacant,false,false,7811,S,DREXEL,AVE,60619,1183586.39533435,1853406.71110487,8,6,69,41.752934851749025,-87.60279541073385,"(41.752934851749025, -87.60279541073385)"
Vacant/Abandoned Building,15-02254473,05/26/2015,,,,,,,,826,S,CLAREMONT,AVE,60612,1160848.72118589,1896266.7368052,28,12,28,41.871047607097495,-87.68493503330897,"(41.871047607097495, -87.68493503330897)"
Vacant/Abandoned Building,15-02264053,05/26/2015,,,,,,,,9412,S,LAFAYETTE,AVE,60620,1177594.49748856,1842644.04603227,21,6,49,41.72353828505584,-87.62507776012531,"(41.72353828505584, -87.62507776012531)"
Vacant/Abandoned Building,15-02262060,05/26/2015,Rear,,Open,OPEN,Vacant,false,false,1214,W,74TH,PL,60636,1169487.20002994,1855383.30998505,17,7,67,41.75867580385948,-87.65440605047706,"(41.75867580385948, -87.65440605047706)"
Vacant/Abandoned Building,15-02265225,05/26/2015,,,,,,,,8635,S,JEFFERY,BLVD,60617,1191016.53909601,1848113.05381561,8,4,45,41.738232227860905,-87.5757380987443,"(41.738232227860905, -87.5757380987443)"
Vacant/Abandoned Building,15-02259962,05/26/2015,Front,,Open,,Vacant,true,false,6720,S,LOWE,AVE,60621,1173299.65998211,1860333.87131712,6,7,68,41.772177321095796,-87.64028749526422,"(41.772177321095796, -87.64028749526422)"
Vacant/Abandoned Building,15-02270809,05/26/2015,Front,,Open,SIDE WINDOW HAS BEEN KICKED IN,Vacant,false,false,6331,W,SCHOOL,ST,60634,1133602.41871838,1921269.06410982,36,16,17,41.940178382366405,-87.78438005238118,"(41.940178382366405, -87.78438005238118)"
Vacant/Abandoned Building,15-02262799,05/26/2015,,,,,,,,1428,W,110TH,PL,60643,1168677.74837733,1831471.23997394,34,22,75,41.69307502290285,-87.65806010344978,"(41.69307502290285, -87.65806010344978)"
Vacant/Abandoned Building,15-02259972,05/26/2015,Front,,Open,,Vacant,true,false,6724,S,LOWE,AVE,60621,1173300.45998211,1860307.07131712,6,7,68,41.772103761085354,-87.64028535437156,"(41.772103761085354, -87.64028535437156)"
Vacant/Abandoned Building,15-02258783,05/26/2015,,,,,,,,2453,N,FRANCISCO,AVE,60647,1156627.213425,1916204.8571,1,14,22,41.925846043976904,-87.69989329323735,"(41.925846043976904, -87.69989329323735)"
Vacant/Abandoned Building,15-02264054,05/26/2015,,,,,,,,10512,S,GREEN,ST,60643,1172508.14517073,1835134.78638441,34,22,73,41.70304509994994,-87.643928897038,"(41.70304509994994, -87.643928897038)"
Vacant/Abandoned Building,15-02263621,05/26/2015,,,,,,,,11823,S,PERRY,AVE,60628,1177704.69497097,1826558.53643429,34,5,53,41.67939488578623,-87.62515860758305,"(41.67939488578623, -87.62515860758305)"
Vacant/Abandoned Building,15-02263065,05/26/2015,,,,,,,,3225,W,ALTGELD,ST,60647,1154278.69583112,1916431.69470592,32,14,22,41.92651578792446,-87.70851689305407,"(41.92651578792446, -87.70851689305407)"
Vacant/Abandoned Building,15-02268117,05/26/2015,Front,,Open,VARIOUS,Vacant,false,false,4315,N,DRAKE,AVE,60618,1151947.81287201,1928450.07120326,35,17,16,41.95954142061081,-87.71676421380846,"(41.95954142061081, -87.71676421380846)"
Vacant/Abandoned Building,15-02257950,05/26/2015,,,,,,,,3046,N,DRAKE,AVE,60618,1152256.62982526,1920126.17019389,35,14,21,41.936693921734786,-87.71584933074409,"(41.936693921734786, -87.71584933074409)"
Vacant/Abandoned Building,15-02265446,05/26/2015,Rear,,Open,REAR WINDOWS,Vacant,false,true,4306,W,MAYPOLE,AVE,60624,1147618.26430856,1901105.86450036,28,11,26,41.884590706718726,-87.73338499800577,"(41.884590706718726, -87.73338499800577)"
Vacant/Abandoned Building,15-02256599,05/26/2015,Front,,Open,DOOR ON THE SIDE OF HOUSE,Vacant,false,true,9235,S,DOBSON,AVE,60619,1184829.55809962,1843956.83478883,8,4,47,41.72697432530734,-87.5985354507673,"(41.72697432530734, -87.5985354507673)"
Vacant/Abandoned Building,15-02232005,05/25/2015,Front,,Open,FRONT DOOR,Vacant,false,false,6921,S,DR MARTIN LUTHER KING JR,DR,60637,1180113.47760927,1859215.43059068,6,3,69,41.76895481613855,-87.61534449163867,"(41.76895481613855, -87.61534449163867)"
Vacant/Abandoned Building,15-02234838,05/25/2015,Front,,Open,,Vacant,false,false,5537,S,ABERDEEN,ST,60621,1169928.07359243,1868000.71672234,16,7,68,41.79328994375177,-87.65242414603661,"(41.79328994375177, -87.65242414603661)"
